Threads,1,1,2,2,4,4,8,8
Method,Avg,Std,Avg,Std,Avg,Std,Avg,Std
Serial,14.03800,4.38486,-,-,-,-,-,-
Mutex,14.82600,3.24851,20.08000,7.01227,19.13800,6.60956,18.71800,6.44030
Read-Write,15.15000,2.73101,20.63600,7.20773,19.57000,6.79363,18.96000,6.47164
