Threads,1,1,2,2,4,4,8,8
Method,Avg,Std,Avg,Std,Avg,Std,Avg,Std
Serial,39.73000,2.60091,-,-,-,-,-,-
Mutex,40.28000,2.24319,115.16000,7.94898,121.83000,7.03247,130.86000,6.77789
Read-Write,40.78000,2.80180,140.94000,14.23101,150.60000,11.53300,167.54000,14.41479
