Threads,1,1,2,2,4,4,8,8
Method,Avg,Std,Avg,Std,Avg,Std,Avg,Std
Serial,30.95250,5.97994,-,-,-,-,-,-
Mutex,30.32000,6.55859,32.76750,6.30180,27.24750,6.66726,25.49250,6.53657
Read-Write,31.14500,5.67225,33.53750,5.98147,27.59250,6.64845,25.16500,6.55593
