Threads,1,1,2,2,4,4,8,8
Method,Avg,Std,Avg,Std,Avg,Std,Avg,Std
Serial,12.43250,5.56713,-,-,-,-,-,-
Mutex,13.23250,4.69772,19.20000,6.10436,19.12500,6.37542,19.09500,6.14658
Read-Write,13.50000,5.40630,20.42500,6.43178,20.28250,6.18493,20.28000,6.44091
